user_id,trade_direction,shares,option_yes_no,option_type,price,total_trade_amount,timestamp
heiio,BUY,10.0,No,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.982,9.82,"Friday, February 27, 2026 20:52:41 EST"
Peanutbutter69,SELL,258.43,Yes,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.018,4.65174,"Friday, February 27, 2026 20:51:51 EST"
88kuik,BUY,1637.98175,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.996,1631.429823,"Friday, February 27, 2026 20:50:47 EST"
UUUYYE,BUY,7.0,No,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.997,6.979,"Friday, February 27, 2026 20:50:45 EST"
V893iolet,SELL,1.13,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.973,1.0994899999999999,"Friday, February 27, 2026 20:50:21 EST"
V893iolet,BUY,1.139615,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.9739999912251067,1.109985,"Friday, February 27, 2026 20:50:05 EST"
91yap,SELL,30.0,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.973,29.189999999999998,"Friday, February 27, 2026 20:49:05 EST"
iorehote,SELL,643.0,No,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.981,630.783,"Friday, February 27, 2026 20:48:25 EST"
fisherman34,BUY,500.0,Yes,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.019,9.5,"Friday, February 27, 2026 20:46:23 EST"
Dakelynch,BUY,1250.0,Yes,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.004,5.0,"Friday, February 27, 2026 20:46:23 EST"
tyhdfhh,BUY,6.0,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,5.843999999999999,"Friday, February 27, 2026 20:46:13 EST"
urthgcvjyt,SELL,5.15,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.995,5.12425,"Friday, February 27, 2026 20:43:11 EST"
3wb2u301,SELL,51.26,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.973,49.87598,"Friday, February 27, 2026 20:42:49 EST"
crixiwn7,SELL,36.93,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.973,35.93289,"Friday, February 27, 2026 20:42:21 EST"
3wb2u301,BUY,51.26,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,49.92724,"Friday, February 27, 2026 20:42:19 EST"
crixiwn7,BUY,36.93,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,35.96982,"Friday, February 27, 2026 20:41:51 EST"
iorehote,BUY,643.0,No,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.982,631.426,"Friday, February 27, 2026 20:40:39 EST"
imme1be4,SELL,4.88,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.973,4.74824,"Friday, February 27, 2026 20:39:43 EST"
imme1be4,BUY,4.89,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,4.76286,"Friday, February 27, 2026 20:38:55 EST"
MegaHawk9647,SELL,134.54,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.995,133.8673,"Friday, February 27, 2026 20:38:17 EST"
CleverMaster8391,SELL,140.11,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.973,136.32703,"Friday, February 27, 2026 20:38:07 EST"
ElitePhoenix3737,SELL,135.15,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.995,134.47425,"Friday, February 27, 2026 20:37:57 EST"
i1gyvpa7,SELL,27.31,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.973,26.572629999999997,"Friday, February 27, 2026 20:37:21 EST"
i1gyvpa7,BUY,27.31,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,26.599939999999997,"Friday, February 27, 2026 20:36:55 EST"
0xFbB201bbea41fceb67216Ce1dC64711521266bbC-1734130708555,SELL,1.35,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.973,1.31355,"Friday, February 27, 2026 20:36:17 EST"
4-testfollower-hm7,BUY,53.684209,Yes,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.018999981912744584,1.019999,"Friday, February 27, 2026 20:36:15 EST"
0xFbB201bbea41fceb67216Ce1dC64711521266bbC-1734130708555,BUY,1.35523,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.9739999852423574,1.319994,"Friday, February 27, 2026 20:35:59 EST"
socttzza,BUY,1.96,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,1.9090399999999998,"Friday, February 27, 2026 20:35:57 EST"
urthgcvjyt,BUY,5.15,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.996,5.1294,"Friday, February 27, 2026 20:34:47 EST"
x91b73cp,SELL,53.78,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.973,52.32794,"Friday, February 27, 2026 20:32:49 EST"
SmartWizard5592,SELL,132.95,No,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.996,132.41819999999998,"Friday, February 27, 2026 20:32:43 EST"
x91b73cp,BUY,53.78,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,52.38172,"Friday, February 27, 2026 20:32:17 EST"
666ntyn,SELL,2549.77,No,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.996,2539.57092,"Friday, February 27, 2026 20:32:13 EST"
fgnn5er,SELL,2124.58,No,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.996,2116.08168,"Friday, February 27, 2026 20:30:31 EST"
Gregeux,BUY,60.0,Yes,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.019,1.14,"Friday, February 27, 2026 20:30:23 EST"
0x4c2966a198cd7ac982110d0219b037afa9997570,BUY,100000.0,Yes,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.004,400.0,"Friday, February 27, 2026 20:28:41 EST"
GHDHSRTG,SELL,1.01,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.995,1.00495,"Friday, February 27, 2026 20:26:43 EST"
GHJYRYJG,SELL,1.01,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.995,1.00495,"Friday, February 27, 2026 20:26:41 EST"
dbtrh45,SELL,2434.69,No,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.996,2424.95124,"Friday, February 27, 2026 20:25:55 EST"
0x22e6ceD145BdC3bd0Af5E386f19f87d30f0F5Ab5-1772157491886,SELL,502.51,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.995,499.99745,"Friday, February 27, 2026 20:24:09 EST"
hkktu15,BUY,7.0,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,6.818,"Friday, February 27, 2026 20:24:03 EST"
UltraScout8136,BUY,118.136444,No,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.9819999999322817,116.00998799999999,"Friday, February 27, 2026 20:23:47 EST"
ethrere,SELL,502.0,No,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.996,499.992,"Friday, February 27, 2026 20:23:25 EST"
davionblanda79,BUY,1223.93,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.996,1219.03428,"Friday, February 27, 2026 20:22:57 EST"
Besst,BUY,10.0,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.996,9.96,"Friday, February 27, 2026 20:22:45 EST"
woxmxcis,SELL,6.44,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.973,6.26612,"Friday, February 27, 2026 20:22:45 EST"
8rw10mb1,SELL,57.87,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.973,56.30750999999999,"Friday, February 27, 2026 20:22:33 EST"
7gtet9tr,BUY,1.51,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,1.47074,"Friday, February 27, 2026 20:22:33 EST"
woxmxcis,BUY,6.44,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,6.27256,"Friday, February 27, 2026 20:22:13 EST"
0x682b5D5C7DD24c541DbEE9b7Db918f6d8bd259d8-1763576762681,SELL,50000.0,Yes,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.004,200.0,"Friday, February 27, 2026 20:22:03 EST"
8rw10mb1,BUY,57.87,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,56.365379999999995,"Friday, February 27, 2026 20:22:01 EST"
turwuu,BUY,5.0,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,4.87,"Friday, February 27, 2026 20:22:01 EST"
glInTfLIckerRAzor,SELL,1.11,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.995,1.1044500000000002,"Friday, February 27, 2026 20:20:21 EST"
glInTfLIckerRAzor,BUY,1.11425,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.996,1.109793,"Friday, February 27, 2026 20:19:59 EST"
ryeyhsh,BUY,6.0,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,5.843999999999999,"Friday, February 27, 2026 20:19:29 EST"
cheerstome,BUY,1180.0,Yes,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.004,4.72,"Friday, February 27, 2026 20:19:29 EST"
9h7unio,SELL,129.0,No,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.981,126.54899999999999,"Friday, February 27, 2026 20:19:27 EST"
Crescendo-Silhouette-Auricstone,SELL,1.35,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.995,1.34325,"Friday, February 27, 2026 20:17:11 EST"
Crescendo-Silhouette-Auricstone,BUY,1.35525,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.996,1.3498290000000002,"Friday, February 27, 2026 20:16:53 EST"
urtuuruu,BUY,7.0,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,6.818,"Friday, February 27, 2026 20:16:15 EST"
u7h7ne37,SELL,48.83,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.973,47.51159,"Friday, February 27, 2026 20:15:43 EST"
nnmuzteg,SELL,31.55,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.973,30.69815,"Friday, February 27, 2026 20:15:41 EST"
nnmuzteg,BUY,31.55,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,30.7297,"Friday, February 27, 2026 20:15:13 EST"
XSniper007,BUY,30.492807,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.9739999994096968,29.699994,"Friday, February 27, 2026 20:15:11 EST"
u7h7ne37,BUY,48.83,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,47.56042,"Friday, February 27, 2026 20:15:09 EST"
ProPioneer1365,BUY,134.68875,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.996,134.149995,"Friday, February 27, 2026 20:13:47 EST"
0x725E1d1ffda293cb8ad67A773c82C001DA71c8b2-1771301917471,BUY,37.037036,No,Will there be no change in Fed interest rates after the March 2026 meeting?,0.027000000756000023,1.0,"Friday, February 27, 2026 20:13:29 EST"
SmartHawk8164,BUY,118.870615,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.9739999999158749,115.779979,"Friday, February 27, 2026 20:11:27 EST"
kgy48nu6,BUY,2.59,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,2.5226599999999997,"Friday, February 27, 2026 20:09:47 EST"
trovadortaturana,BUY,20.533846,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.9739999998051997,19.999966,"Friday, February 27, 2026 20:08:29 EST"
HappyShark5527,BUY,132.44975,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.996,131.919951,"Friday, February 27, 2026 20:06:57 EST"
SuperNinja7941,BUY,117.85125,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.996,117.37984499999999,"Friday, February 27, 2026 20:06:07 EST"
ti2s73k5,SELL,41.14,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.973,40.02922,"Friday, February 27, 2026 20:05:11 EST"
ti2s73k5,BUY,41.14,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,40.07036,"Friday, February 27, 2026 20:04:41 EST"
Av70alanche,SELL,1.42,No,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.981,1.39302,"Friday, February 27, 2026 20:01:45 EST"
28wx30ld,BUY,3.37,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,3.28238,"Friday, February 27, 2026 20:01:39 EST"
Av70alanche,BUY,1.425611,No,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.9819999985970927,1.39995,"Friday, February 27, 2026 20:01:27 EST"
02v8gml4,BUY,44.71,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,43.54754,"Friday, February 27, 2026 20:01:21 EST"
fnusk2ju,BUY,1.82,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,1.77268,"Friday, February 27, 2026 20:00:51 EST"
9wm1za42,SELL,54.09,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.973,52.62957,"Friday, February 27, 2026 20:00:43 EST"
AlAhmeda,SELL,38.07,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.973,37.04211,"Friday, February 27, 2026 20:00:33 EST"
9wm1za42,BUY,54.09,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,52.68366,"Friday, February 27, 2026 20:00:11 EST"
CoolPioneer9836,BUY,132.798333,No,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.9969999999924698,132.39993800000002,"Friday, February 27, 2026 19:59:09 EST"
FaTHoMcaverN,SELL,1.4,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.995,1.393,"Friday, February 27, 2026 19:58:15 EST"
53caz26,BUY,5263.157893,Yes,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.01899999981627,99.99999899999999,"Friday, February 27, 2026 19:58:07 EST"
FaTHoMcaverN,BUY,1.4055,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.996,1.399878,"Friday, February 27, 2026 19:57:55 EST"
0x9a93CABb3764BD7D4725C579881270e728Ed88eE-1763941265856,BUY,1584.0,Yes,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.005,7.92,"Friday, February 27, 2026 19:57:35 EST"
MegaWhale666,BUY,118.3935,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.996,117.919926,"Friday, February 27, 2026 19:57:05 EST"
0x3960462FeAF505BE76a2Bc52Ff23BFdf8b180975-1760290065251,BUY,1500.0,Yes,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.019,28.5,"Friday, February 27, 2026 19:56:07 EST"
chism,BUY,200.0,Yes,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.005,1.0,"Friday, February 27, 2026 19:55:43 EST"
59q2ku1a,SELL,27.0,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.973,26.271,"Friday, February 27, 2026 19:54:49 EST"
59q2ku1a,BUY,27.0,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,26.298,"Friday, February 27, 2026 19:54:17 EST"
vcrewv,BUY,40.0,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,38.96,"Friday, February 27, 2026 19:54:15 EST"
vcrewv,BUY,40.0,No,Will there be no change in Fed interest rates after the March 2026 meeting?,0.027,1.08,"Friday, February 27, 2026 19:54:15 EST"
zENith,SELL,1.46,No,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.981,1.4322599999999999,"Friday, February 27, 2026 19:53:43 EST"
fnusk2ju,BUY,43.59,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,42.45666,"Friday, February 27, 2026 19:53:37 EST"
